project_id,user_id,members,mentions,message_number
67 74 ,50,23 30 59 9 62,0 50 50 0 0,1 2 15 3 10
39 44 ,53,3 66 33 6 16,0 0 0 0 0,2 1 4 9 13
61 74 ,56,62 6 74  4 11 83 138 59 141,0 56 0 56 0 56 0 56,2 3 2 5 1 5 2 3
37,59,4 56 50 65 63 62,0 0 0 0 0 0,4 6 15 7 2 1
16 83 138 ,62,58 141 56 6 10 50 59 78,0 0 0 0 0 0 0 0,3 1 12 2 1 13 4 12
1,63,6 92 59,0 0 0,1 5 3
39,66,83 53 33 138 17,0 0 66,6 1 6
144,74,4 138 79 56,0 0 0 0,1 2 33 1
7,78,62,78,5
50 72 100 144 ,79,147 3 74 14,0 0 0 79,5 16 47 21
7 16 33 ,83,69 6 3 11 4 138 16 143 141,0 83 0 83 0 0 0 0 0,8 1 1 19 1 1 4 1 5
16 39 159 ,138,66 83 56 10 17 9 74 141,0 0 0 0 138 0,4 1 1 1 2 1
16 70 78 ,141,69 56 6 63 11 83 4 138  62,141 0 0 0 0 0 0,23 3 2 4 1 2 6
2,143,154 83,0 143,3 70
78,145,146 74,0 74,2 1
78,146,145,146,5
37,147,147 23 79,0 0 0,15 14 1
1 2 ,3,5 14 56 16 10 74 62,0 0 0 0 0 0 0,43 2 1 2 4 8 1
2 32 33 39 67 73 120 ,4,3 83 33 6 16 59 9,4 4 0 0 0 0 0,1 1 3 2 1 1 1
1 7 33 71 ,6,4 85 83 56 69 62 78 17 63 141,63 6 0 0 0 0,5 3 1 1 1 1
39 72 74 ,9,11 4 69 53 138 141,0 0 0 0 0 0,3 5 2 1 1 7
2 141 159 ,10,3 4 81 14 56 138 16 17,0 0 0 0 0 0,2 1 3 6 1 3
2 67 73 ,11,11 56 147 50 9 141,11 0 0 0 11,7 1 1 2 1
138,12,42,0,2
50 144 159 ,14,3 53 10 9 74,0 0 0 0 0,1 1 1 1 5
41,16,3 4 83 53 138 10 74,0 0 0 0 0 0 0,2 4 1 2 7 1 1
2,17,10 6 138 141,0 0 0,8 3 5
16 37 ,23,5 147 50 26,23 0 0 5 26,129 9 19 46
67,30,147 50,30 0,5 9
37,32,32,32,1
39,33,66 4 53 62,0 0 0 0 53,3 5 12 12 36
138,47,5 51 42 12,0 0 0 47 51,10 2 4 13
1 67 ,50,4 11 147 23 30 62,0 0 0 0 0 0,2 3 3 3 1 2
39 159 ,53,66 80 14 33 9 62,0 0 0 0 0 33,3 1 19 2 9 59
67,59,4 56,0 0,7 9
1,63,6,0,2
2,65,,0,2
39,66,53 33,0 33 53,7 8
41 72 ,74,145 14 79 16 146 78,0 0 0 0 0,7 3 2 37 3
120,78,6 4,78,4
144,79,138 74,79 0,41 3
16 71 ,83,4 11 69 56 6 138 141,0 0 83 0 0 0,1 1 9 1 4 1
141 156 159 162 ,138,83 141 56 79 16 10 17 143 62,0 0 0 0 0 0 138 0,3 1 2 4 1 1 5 3
71,141,11 83 4 56 6 138 17 9,141 0 0 0 0 0 0,7 2 2 8 1 3 2
2,143,138,0,5
78,145,146,145,1
78,146,145 74,146 0,1 1
37 67 ,147,11 5 81 56 23 30 9,0 147 0 0 0,11 31 25 2 1
2 72 ,3,56 23 10 3 11 5 33 16 141,0 0 0 0 0 0 0 0 0,1 10 2 1 3 3 1 1 1
1 33 37 39 50 61 73 74 ,4,6 23 16 50 9 141,4 0 0 0 0,19 1 1 2 1
1 16 17 33 50 72 74 123 ,6,69 62 50 90 63 74 92 4 83 33 147 17 143 141,6 0 0 0 6 6 0 0 0 0 0 0 0 0 0,25 4 10 2 15 13 5 4 2 2 1 1 1 6 6
39 50 159 ,9,143 17 4 83,0 0 0 0,3 1 3 4
2 159 ,10,143 3 145 62,0 0 0 0,2 1 7 1
2 67 70 72 73 ,11,56 50 90 3 147 16 17 143 9,0 0 0 0 0 0 0 0 50,2 1 2 3 4 1 5 2 3
138,12,42 47 51,0,2
1 2 74 144 ,14,147 6 74 79,0 0 0,1 1 1
44,16,3 11 4 56 79 74,0 16 0 0 0 0,1 3 2 1 1 26
1 2 16 ,17,66 56 6 50 11 83 4 14 141 9  62,0 0 0 0 0 0 0 0 0,5 1 2 2 1 2 4 1 2
37 39 ,23,3 4 5 50 26,0 0 0 0 0 23 5 26,1 2 5 3 3 33
67,30,50 59,0,1
2 16 39 50 ,33,3 66 81 53 6 10 154,0 0 0 0 0 0 0,1 12 1 4 3 9 4
67 74 ,50,56 6 23 30 11 4 147 17 59 62,0 0 0 0 0 0 0 0 0 0,1 3 2 3 3 3 4 1 3 2
138,51,62,0,42
1 16 39 44 ,53,66 80 33 59 143 62,53 0 0 0 0 0,13 3 27 12 2 4
2 50 71 162 ,56,3 11 81 56 10 50 17 59,56 56 0 0 0 0 0,1 5 1 3 5 4 2
67,59,50 30 53 56,0 0 0,9 4 1
16 138 ,62,66 58 53 10 50 4 83 14 33 138 17 51 ,0 0 0 0 62 0 0 0 0,2 1 2 27 24 3 1 30 2
1,63,92 85,0 0,1 1
39,66,53 33,0 66,2 7
1 41 78 ,74,145 4 83 14 6 79 16 146,0 0 0 0 0 0 0,1 14 1 2 10 3 1
17 50 144 ,79,74 16,0 0,20 6
40,80,53,0,4
50 72 ,83,66 69 62 6 50 74 4 14 138 16 17 9 141,0 0 0 0 0 0 0 0 83 0 0,2 9 3 1 4 3 3 1 2 5 2
2 159 ,138,83 62 17 143 141,0 0 0 0 0,1 1 1 1 1
1 16 50 72 ,141,3 4 83 6 17,141 0 141 0 0 0,3 3 3 5 3 1
2,143,11 53 6 138 10 9,0 0 0 0 0 0,4 4 6 2 1 2
78,145,10,0,1
78,146,145 92,146 146,5 1
37 67 74 ,147,11 5 6 50,0 0 0 0,15 2 5 1
2,3,11 4 5 56 80 6 16 10 63,0 0 0 3 0 3 0 0,1 22 4 5 1 6 16 1
33 159 ,4,50 6 138 16,4 0 0 0,1 1 1 5
17 33 50 ,6,69 83 63,0 0 0,5 1 2
39 159 ,9,11 53 16 50 143,0 0 0 0 9,1 1 1 2 1
2 73 ,11,56 50 90 4 81 83 17 143 9,0 0 11 17 0 0 0 11 0 0,1 1 6 1 2 18 2 1 1
138,12,42 47 51,0,1
159,14,10 16,0 0,2 1
41 44 ,16,3 4 79 90 9 74,0 144 9 144 0 0 0,1 2 2 2 20 2
2,17,11 56 10 9  62,0 0 0 0 ,1 22 4 1 9
37,23,147 50 26,23 23 0,95 9 7
67,30,147,73,2
39,33,66 53 10,0 0 0 0,1 7 13 4
67 73 74 ,50,11 4 23 30 9,0 0 0 0 0,1 2 1 3 1
16 39 ,53,66 80 33 79 9 74,0 0 0 0 0 74,4 12 6 3 8 8
2 72 74 ,56,32 10 154 3 11 153 138 17  62,0 0 0 0 0 56 0 56 0,6 1 2 2 5 2 1 2 4
16 83 138 ,62,56 138 10 26 17 51 ,0 0 0 0 0 0,5 1 8 2 1 9
1,63,6,0,10
2,65,10 3,0,1
39,66,33,0,7
67,73,147,0,33
16 41 ,74,4 83 53 79,0 0 0 0,1 17 7 8
16 144 ,79,83 53 16 74,79 0 0 0 0,25 6 24 7 3
40,80,10 3 53,0 0 0,9 6 4
2 156 ,81,10 17 11 56,0 81 0 81,2 27 3 1
159,138,4 83 141 56 10 62,0 0 0 138 0 0,1 14 1 6 29 6
16,141,90 138,0 0,1 4
2,143,154 11 141,0 0 0,1 2 2
78,145,146,145,1
78,146,145,146,3
37 67 ,147,73 23 30,0 0 0,7 8 62
2 33 ,3,4 81 83 6 138 10   74,0 0 0 0 0 0 0 0,2 2 11 1 1 4 28 3
2 32 33 74 120 159 ,4,66 53 56 6 50 74 3 11 81 14 83 138 17  141,0 0 0 0 0 0 0 0 0 0 0,1 16 1 2 25 3 2 2 1 7 1
16 33 71 124 ,6,69 50 63 92 74 3 4 83 16 141,0 0 0 0 0 0 0 0 69 0,4 16 9 3 1 1 1 5 14 1
39,9,138 56 16,9 0 0,6 2 2
2 67 73 ,11,11 4 83 147 50 143,0 0 0 0 11 50 11,4 2 2 2 2 6
2 33 50 144 159 ,14,3 4 80 147 138 74,0 0 0 0 0 0,2 4 5 2 1 1
2,17,66 4 83 53 138 10 74,17 0 0 0 0 0, 1 17 7 2 1
37 67 ,23,26 5,0 0,8 38
67,30,50,30,11
37,32,1,0,2
16 39 50 ,33,66 81 53 56,0 0 0 0,19 13 1 10
33 67 74 ,50,11 4 147 30 6 90 62,0 0 0 0 0 50 50 0,11 4 3 1 2 4 5 6
138,51,62 42,0 0,2 2
16 39 144 159 ,53,66 53 33 16,0 0 0 33 66,5 30 1 23
16 72 ,56,4 83 33 59 9 74 ,0 0 0 0 0 0 0,3 7 4 7 18 2 17
72 138 ,62,50  17 51,0 0 0,4 3 2
1,63,6 92 59,0 0 0,5 2 6
2,65,10,0,4
39 50 ,66,4 83 53 138 17,0 0,3 2
16 33 ,74,56 6 79 10 4 83 14 16 17,0 0 0 0 0 0 0 0 0,3 8 12 4 15 24 7 30 1
50 72 144 ,79,74,0,43
40,80,3 14,80 0,2 5
156,81,3 4 33,81 0 0,9 3 1
16 156 159 ,138,66 69 53 62 10 3 4 83 16 17 9  141,0 0 0 0 0 0 0 0 0,2 2 6 10 3 3 1 1 1
33 50 71 ,141,4 138 16,0 0 0,2 1 9
2,143,10 11,0 0,3 1
78,145,146,145,2
78,146,145,146,2
33 70 73 163 ,4,66 11 83 53 141 62 6 23 138 50 17 9 78,4 0 0 0 0 138,30 2 1 1 1 2
1 72 74 ,6,4 78,6 0,22 2
39,33,66 53 10,0 0 0 53,6 4 13 3
1 2 75 ,4,9 3 81 50,0 0 0 0,6 2 4 2
33 74 120 124 ,6,83 69,0,3
33 67 73 ,50,4,0,3
78,145,146,0,1
78,146,145,146,4
40 72 142 ,3,11 81 83 6 138 10 62,0 3 0 0 0 0 0,8 9 4 11 6 8 1
2 33 73 75 ,4,50 11 56 59,0 0 0 0,3 1 2 2
33 73 74 75 78 123 ,6,50 3 85,0 0 0,3 2 1
39 159 ,9,66 83 53 33 50 143,0 0 0 0 0,6 1 16 1 2
2 159 ,10,27 3 53 138 16 10 17,0 0 0 0 10 3,4 2 3 5 7 20
2 72 74 ,11,3 11 4 81 83 141,0 0 0 0 0 0,6 3 4 5 1 2
138,12,62,0,2
144 159 ,14,143 80 79,0 0 0,3 7 9
41 50 ,16,143 74 79 56,16 0 0 0,4 8 5 3
2 50 ,17,10  81 138,0 0 0 0,2 4 13 1
37,32,59,0,3
39,33,66 53 9 154,0 0 0 0 0,9 2 1 11 3
2 74 ,56,4 147 16 92 ,0 0 0 0 0,4 3 6 1 4
67,58,50 73 62 59,59 58 58 58,8 1 2 1
72 83 138 ,62,3 58 66 138 12,0 0 0 0 0 0,2 2 4 1 2 5
2,65,10 3,0,1
39,66,53 33 138 62,0 0 33 53 66 0,5 1 14 1
100 144 ,79,14 147 23 16 74,0 79 0 0,8 19 50 9
70 156 ,81,3 11 53 138 17,0 0 0 0 0,16 1 5 10 15
61,83,69 6 74 3 4 11 138 9 141,0 0 0 0 0 83 83 0 0,7 3 16 2 21 63 18 3 9
78,92,145 90 146 56,0 92 92,3 14 9
159,138,66 69 53 62 10 3 81 83 4 17 9 141,0 0 0 0 0 0 0 0 0 138,8 13 1 1 16 39 22 2 2 3
4 70 72 ,141,138 11 83,0 0 0 0,7 15 4 2
2,143,10 9 74 14,0 0 143 0,1 1 21 3
78,145,146 92,92,2
78,146,145 92,146 146,4 3
1 2 156 ,3,10 80 16,0 0 0,26 17 3
67 73 74 75 ,4,32 50 59 74,0 0 0 0,3 1 2 1
1 33 50 71 ,6,83 69 16 63 9,0 0 6 83,1 2 1 5
159,9,11 81 56 6 138 50,0 9 0 0,2 8 26 6
2,10,27 3 66 80 14 10 65,0 0 0 10 0 0 0,16 3 2 11 2 1 1
2 67 73 156 159 ,11,11 81 56 6 79 16 50 59 9,0 11 0 0 11 0 0 11,5 2 6 3 3 5 1 5
2 144 159 ,14,10 4 74 79,0 0 14 14,1 4 20 3
138,42,47,0,2
67,50,4 58 11 81 56 6 23 50 59 9 74,0 0 0 0 50 0 50 0,3 1 2 1 6 2 1 1
2 39 40 ,53,66 56 33,0 0 53,3 5 46
50 71 144 ,56,11 4 74 53,0 0 0 0,1 3 1 2
67,58,50,0,4
1,63,16,0,1
2,65,10 3,0,1
39,66,81 53 33 10 143,0 0 0 0,2 1 9 4
41 72 76 ,74,4 14 56 23 79 16 50,0 74 0 0 0 0 0,3 25 3 2 1 2 1
120,78,6 4,0,1
67 71 144 ,79,11 5 14 147 23 16 26,0 79 0 23 0,9 5 8 2 2
2,80,10 3 14,0 0 0,3 2 1
2,81,66 81 11 4 56 33 50 9,0 0 4 0,1 4 3 2
33 61 ,83,69 6 138 141,83 0 0,21 9 16
156 159 ,138,9  17 83,0 0 0 0,19 11 13 5
2,143,66 154 69 33,0 0 0 0,3 2 24 3
67,147,5 23 79 26,0 0,27 2
72,3,5 53 56 138 16 10,0 0 0 0 0 0,10 8 1 1 9 4
74,4,53 56 32 6 50 74 81 16 59 78,4 0 0 0 0 0 0 0 6,4 2 2 1 1 3 2 1 1
33 50 72 ,6,79 90 63 92 74 4 83 14 16 78,0 0 0 0 78 6 0,3 3 3 2 3 2
39,9,83 14 56 138 50,0 0 0 0,3 2 9 3
2 50 67 73 ,11,11 4 14 56 81 83 147 16 50,0 0 14 0 56 0 0 11,3 2 3 4 7 2 3 4
50 70 73 144 ,14,6 90 92 11 16 143 9,0 0 0 0 0,6 3 1 9 1
2,27,10 59,0 0,12 14
37,32,1  4 56 59,56 0 4,6 49 5
138,42,47,42,3
71 74 ,50,4 11 56 147 79 59 9 74,0 0 0 50 0 0,2 2 1 11 1 1
39 40 ,53,3 4 69 80 66 33,0 0 0 0 0 53 66,2 2 2 3 27 11
2 162 ,56,3 11 4 32 81 156 50 59 9,0 0 56 0 0 0 56 9 56,5 3 17 6 19 3 25 13
37 67 ,59,27 4 32 56 50 65,0 0 0 0 0,6 4 18 8 3
2,65,59,0,3
39,66,10 53 33,0 53,1 6
41 50 70 144 ,74,145 4 6 79 16 50 146,0 0 0 74 0 0,5 3 3 2 2 1
50 70 ,79,14 6 138 50 74,0 0 0,18 1 1
2,80,69 6 83 53,0 80 0,3 23 2
2 74 ,81,11 66 4 56,0 0 0 81,2 1 5 5
50 70 72 ,83,69 6 10 92 11 80 16 9 141,0 0 0 0 0 0 0 0 83 0,7 1 1 5 5 7 4 8 1 1
50 70 ,141,83,0,6
2,143,154 14,0 0,6 5
78,145,146 74,145 74,3 1
78,146,145 74,74,1
33,3,53 56 10 50 65 4 5 9 ,0 0 0 0 0 0 0 0 0,5 3 4 2 5 1 38 5 3
7 33 39 41 ,4,3 66 83 14 56 138 16 90,0 0 0 0 0 0,2 1 14 1 1 1
33 74 ,6,11 83 4 69 50,0 0 0,3 2 3
39,9,3 14 56 138 50 143,0 9 0 0 0,6 1 2 2 1
73,11,4 83 14 6 16 154 74 141,0 6 0 0 0 0 0 0,2 3 4 1 5 3 1 2
2 50 144 ,14,11 4 83 138 79 16 9,0 0 0 0 0 0 0,1 2 3 2 1 1 1
41,16,11 4 14 83 79 16 74,0 0 0 0 0 0 0,11 1 6 1 3 3 15
16 33 50 67 ,50,58 69 56 23 6 79 47 3 4 5 83 147 59 9 62,0 0 0 0 0 0 47 0 0 0 0,4 1 2 2 2 1 2 2 2 1 4
39,53,3 66 80 33 10,0 0 0 0,1 4 5 1
16 70 ,56,3 4 14 79 16 50 59 9 74,56 56 56 56 59 50,29 2 2 3 6
67,59,50 4 56,0 0,2 2
2,65,10 3,0 0,3 1
39,66,1  53 33,0 66,2 2
41 78 ,74,145 11 83 79 16 146,0 0 0 0 0,11 4 1 5 1
41 100 ,79,14 138 16 50 74,79 79 79 0 0,9 6 7 1 12
2,80,10 14 53,0 0 0,3 8 1
72 73 ,83,66 69 56 6 50 74 11 4 14 138 16  141,0 0 83 0 0 0 0 83 0 0 0 83 50,2 3 16 5 5 4 14 5 6 1 1 9 2
2 16 72 156 ,138,66 62 79 10 4 83 14 143 9  141,0 138 0 0 0 0 0 0 0 0,23 2 3 2 23 3 2 1 3 3
78,145,146 74,0,1
67,147,50 5,0 0,67 2
72,152,138 3 83 66,3 66 0 83 138,5 4 5 36
2 72 73 ,3,5 59,0 0,12 1
33 75 ,4,6 59 16,0 0 0,2 1 2
1 17 33 118 ,6,4 83 69 50 63,0 0 0 0 0,7 3 4 2 1
39,9,9 62,9 9,1 6
2 72 73 ,11,3 11 85 16 50,0 0 0 0 0,1 2 3 1 1
138,12,42 47 51,0,1
33 73 ,14,11 138,0 0,1 2
2,17,10  81 138,0 0 0 0,39 33 35 3
50 72 162 ,56,3 4 138 59,0 0 0 0,1 2 3 1
2,65,10,0,5
71,74,10 3 14 16,0 0 0 0,1 1 1 5
70 72 ,79,10 143,79 79,16 1
72 162 ,138,66 83 14 56 79 17  62,0 0 0 0 138 0 0 0,1 45 6 10 3 6 2 1
72,152,156 138 17 62,0 0 156 0,6 4 2 5
1 4 50 71 72 78 122 123 ,6,4 83 53 69   17 62,6 0 0 0 69,11 1 7 1 3
72,3,4,0,4
72,6,4 63,6 6,19 7
33 141 ,4,66 53 56 6 23 74 83 147 138 17  62,0 0 0 0 0 138 0,11 2 2 1 2 1 1
37,5,3 10 63 59 47,0 0 5 0 0,6 6 30 2 9
33 74 78 118 123 ,6,4 83 63 9 62,6 0 0 0 0,11 4 6 6 3
39,9,3 141 6 138 62,0 0 0 0 0,5 5 5 5 2
2 141 ,10,27 10 65 3 5 80 138 17 62,0 0 0 0 0 0 0 0 10,5 9 2 10 23 1 1 3 5
2 72 73 ,11,3 83 141,0 83 0,3 1 2
138,12,51,0,2
73,14,53,0,1
2,17,66 56 10 74 4 83 138 62,0 0,14 1
37,32,59,0,1
16 39 ,53,3 66 4 33 6 79,53 0 0 0 0,5 6 10 2 1
61 67 72 ,56,66 4 83 153 138 50 17 59 143  74 62,0 0 0 56 153 0,1 8 1 1 15 1
83,62,66 56 6 10 144 47 74 4 83 33 138 17 9 ,0 0 0 0 0 0 0 0 0  0,4 2 3 1 1 1 2 26 4 14 1
2,65,10,0,2
70 78 ,74,66 53 56 62 79 4 83 138 17 141,0 0 0 0 0,2 2 1 1 1
70 72 144 ,79,143 138 53 16,0 0 0 0,10 11 5 2
2,80,10,80,6
16 50 61 ,83,66 56 6 74 11 4 141 138 16 17 62,0 0 0 0 0 0 0 0 0,4 3 1 4 3 1 5 4 1
72 141 150 ,138,66 4 83 141 56 79 10 17 9 74 62,0 0 0 0 0 0 0 0,5 1 25 2 2 7 4 3
4 78 ,141,27 74 3 4 11 83 153 138 16 9,141 0 0 0 0 0 0 0 0,4 1 3 3 5 1 7 1 1
78,145,146,0,1
72,152,4 56 153 17 62,4 62 56,4 10 10
1 2 ,3,53 6 50 65 11 4 138 17 59 141,0 0 0 0 0 0 0 0 0 0,4 2 4 8 1 2 1 4 17 1
16 33 ,4,3 11 83 33 6 138 17 9  141,0 0 0 0 0 0 0  6,2 10 4 3 2 1 8 16
1 7 16 33 75 ,6,69 63 4 83 33 138 17 ,6 63 6 0 0 6,15 12 3 1 25
39,9,4 83 53 138 62,0 0 0 0 0,7 1 4 4 15
2 141 ,10,27 66 53 10 80 138 16 17 62,0 0 10 0 0 10 0 0 0,1 1 36 5 19 10 1 2 8
67 73 156 ,11,79 50 74 3 11 4 83 85 147 138 16 59 143,0 0 0 0 0 0 0 0 0 0 138 11 0 50 147,2 3 3 1 1 2 3 3 2 1 6 1 7
50 144 159 ,14,10 80 74 62,0 14 0 0,2 2 1 1
41 50 74 141 ,16,83 138 10 74 141,0 0 16 0 16,1 6 2 1 4
2,17,10 3,17 0,5 30
37,32,73,0,3
50 67 72 74 156 ,50,3 11 58 56 147 23 155 59,0 0 0 0 0 0 0 0 0,3 1 2 1 1 1 5 4 1
16 39 40 ,53,66 69 6 79 10 3 80 83 33 9 62,0 0 0 0 0 0 0 0 33 0,2 1 2 33 4 16 1 5 14 1
50 70 ,56,11 16 155 50 59 141,56 0 56 0 0 0,2 2 4 2 3 4
67,58,50,0,1
2,65,3 26,0 0,3 1
16 61 ,69,6 83,0 0 0,3 2 1
37,73,32,0,2
41 74 ,74,11 79 16,0 0 0,3 6 16
120,78,6 4,4 6,1
41 71 72 74 144 ,79,10 11 74 141,0 0 0 79,1 2 14 5
40,80,10 53 14,0 0 0,3 5 11
141 150 156 159 ,138,3 11 83 4 33 6 10 17 9  62,0 0 0 0 0 0 0,14 8 14 1 7 7 3
4,141,3 4 83 56 6 16 141,0 0 0 0 0 141 141,1 2 3 1 4 5 1
2,143,154 11,0 0,1 15
78,145,146 92,145 92,4 1
78,146,145,0,6
67,147,50 11 5,0 0 0,5 18 4
2 73 156 ,3,4 56 6 10 50 65 74,0 0 0 0 0 0 0,3 4 8 5 21 1 3
33,4,11 83 6 10 90 63,0 0 0 0 0 0,10 4 3 2 1 3
1 16 123 ,6,3 4 83 69 141,6 0 0 0 0,31 7 3 5 3
67 73 156 ,11,53 56 155 50 74 4 83 14 81,0 0 0 11 0 0 0 0 56,4 2 3 3 3 3 1 5 2
2,17,4 83 33 6 138 ,0,1
37,32,1,0,1
17 67 72 75 ,50,3 11 147 23 155 59,0 0 0 0 0,4 2 3 2 1
39,53,66 11 80 56 33 9,0 0 0 0 0 0,6 8 3 1 19 1
2 70 72 156 ,56,3 11 81 53 155 59 141,0 0 0 56 56 56 0,6 4 1 15 3 8 5
67,58,59,0,1
2,65,3,0,12
41 78 ,74,145 3 11 79 16 146,74 0 0 74 0,1 8 13 44 9
144,79,74 14 62,0 0 0,2 1 66
4,141,6 56,0 0,2 4
2,143,154 33,0,1
78,145,146 92 74 62,0 145 0 92,2 5 2 1
78,146,145 74 62,0 146 0,2 2 3
67,147,50 23,147,4
72,152,1  32,0 153,1 2
67,155,50 11 56,0 0 0,1 2 2
2 73 156 ,3,56 10 50 65 4 81 11 17 9,0 0 0 0 0 0 0 0 0 0,24 7 2 1 3 18 1 38 9 10
33 39 67 72 118 141 ,4,66 53 56 6 10 92 3 11 81 83 33 138 17 9 ,0 0 0 0 0 0 4 17 3 0,6 24 1 7 1 1 4 1 1
7 33 72 ,6,11 4 83 69 33 138 17 ,6 0 138 17 6 0,40 1 13 1
39,9,3 11 81 53 56 66 4 33 10,0 0 0 9,6 6 7 3
2 141 ,10,27 3 83 144 9,0 0 0 0 10,4 1 19 1 2
2 67 73 ,11,81 4 14 56 147 6 79 155 50,0 0 0 0 0 0 0 147,3 6 1 3 2 3 1 1
72 73 144 ,14,145 11,0 0,1 3
2 72 ,17,6 3 4 83 33 138 ,0 0 0,1 26 1
67,30,147 58,0 0,1 3
67 73 ,50,147 155 3,0 0 50,2 1 3
39,53,9 141 62 16,0 0 0 0,6 2 3 2
2 71 73 144 ,56,69 10 3 11 83 81 17 59 143 9 141,56 0 0 0 0 0 0 0 0,11 3 1 5 2 4 1 4 1
67,59,50 56,0 0,2 8
39 72 ,62,27 144 53,0 0 0,2 2 2
2,65,3,0,1
37,73,5 32,0 73,2 1
41 72 ,74,145 146 16,0 0,7 8
50 72 144 ,79,147 11,0 79,1 1
156,81,3 11 4 14 56 155   10 9,81 0 81 0 0 0 0,42 4 2 2 2 1 2
2 72 141 ,138,4 83 69 33 6 17 ,138 0,2 1
4 70 72 ,141,153 83 53 56,0 0 0 0,2 2 2 2
2,143,56,0,9
78,145,146 74 14,0 145 0,4 1 7
67,147,11 5 30 23 79 50,0 0 0 0 11 0,4 3 1 3 3 1
50 67 ,155,50 11 81,0 0 0,1 1 2
2 73 156 ,3,4 81 56 33 74,0 0 3 0 0,21 8 42 1 6
33 39 74 140 ,4,3 6 10 50 9  141,0 0 0 0 0 0,10 1 1 2 1 1
17 33 74 78 123 ,6,69 56 11 4 83 33 138 17  141,0 0 0 0 0 0,2 2 1 3 4 2
39,9,66 4 81 14 53 33 3 11 56 10 9,0 0 0 0 0 0 0 0,2 1 4 11 6 2 1 1
2 141 ,10,27 4 53 14 79 155 144,0 0 0 0 0 0 0,1 1 1 8 21 6 1
67 72 73 ,11,53 56 6 155 50 74 14 141,0 0 50 0 0 0 0 0 155 50,2 6 2 8 1 1 3 1 5
50 73 ,14,11 16 10 155 9,0 0 14 0 0,2 1 5 2 1
41 141 ,16,155 74 14 79,0 0 0 0,1 2 12 2
2,17,62  154 56,0 0 0,1 1 4
37,32,5 73,0 32,1 1
2 16 39 50 ,33,66 69 53 154 3 81 143 9,0 0 0 0 0 0 0 0 66,7 13 8 3 21 2 3 6 12
33 67 73 140 ,50,11 58 4 147 155,50 0 0 0 0,4 2 2 4 3
70 71 73 74 154 156 ,56,3 11 83 69 6 155 50 17 92,56 0 0 0 56 0 0,37 5 1 1 8 1 2
67,58,50,58,4
37,59,63,0,1
50,66,53 33 138 144 143,0 0 0 33,5 5 1 14
61 75 ,69,83 56 33 6 50,0 0 50 56 69 83 6 69,18 3 5 6
37,73,32,73 0,1 5
50 70 144 ,79,10 147 16,79 0 0,21 8 4
16 50 72 ,83,69 6 10 50 4 33 138 16 17 ,69 0 0 0,6 1 2 2
16 72 75 141 ,138,66 6 81 4 83 33 17 ,0 0 0,5 1 5
4 16 50 72 75 ,141,11 6 4,141 0 0,5 2 1
2,143,27 66 33 154,0 0 0 0,2 10 3 3
78,145,146 14 62,0 145 0,1 9 2
74,155,81 11 14 16 10 50,0 0 0 0 155 50 11,1 1 2 1 10
16,4,10 11,0 0,1 1
124,6,69 56 10 50 4 85 83 33 138 16 17 ,0 0 0 4 6,1 9 1 3 1
16 61 75 ,69,6 83,83 6,1
2 33 67 73 75 ,4,53 56 6 50 74 3 11 83 33 138   17 9 ,0 0 0 0 0 0 4 0 4 0 0,1 1 1 1 2 1 4 1 1 4 1
7 33 73 ,6,4 141,0 0,1 1
39,9,4 69 53 56 33 62,0 0 0 0 0 9,2 1 2 4 3 4
70 144 159 ,14,10 74 16,0 0 0,2 4 11
2,17,1  74,0 0,2 4
67,30,51,0,6
17 67 74 ,50,58 56 155 47 74 4 83 51 59,50 50 0 0 0 0 0 0,2 1 1 3 2 2 1 1
39 142 ,53,33 53 16,0 0 0,9 1 1
2 71 72 74 156 ,56,155 50 4 81 11 83 153 59 9  141,0 56 0 0 0 56 56 0 0 0,14 6 2 11 3 10 11 2 2 1
67,58,50 30,0 0,1 2
83 138 ,62,27 9,0 0,3 1
16 61 75 ,69,9 83,0 0,1 1
70 74 144 ,79,11 14 147 10 74,79 0 79 0 79,3 5 2 49 3
150 159 ,138,66 69 6 154 4 83 33   17 ,0 0 0 0 0 138,1 1 2 4 3 1
4,141,6 83 4 56,0 0 0,5 4 3
70 141 ,155,11 83 56 50 74,0 0 0,8 1 1
32 33 74 75 ,4,3 17,0 0,13 2
37,5,26 16,0 0,1 1
33 50 71 74 75 ,6,11 85 83 69 9 74,0 0 0 0 0,1 1 2 2 1
39 74 159 ,9,69 53 62 33,0 0 0 0,2 5 4 1
67 72 73 74 ,11,83 6 138 50 141,0 0 138 0,1 1 14 1
40 74 144 159 ,14,10 17 79,0 0 0,2 3 3
2 74 138 ,17,4 14,0 0,4 3
17 39 ,33,9,0,1
67 74 ,50,11 4 147 155 59 62,0 0 0 0 0 0 0,1 1 1 4 1 1 1
70 73 74 150 ,56,50 4 59,56 56 56,1 6 12
67,58,50,0,1
138,62,27 156 50 17 9,0 0 0 0 0,5 1 7 6 1
7,78,6 4,78,2
73 144 ,79,85 74 14,79 0 0,2 29 19
150 159 ,138,11 69 83 16 9,0 0 0 0 0,2 17 7 3 1
2,143,154 83,0 0,5 8
70 141 ,155,50 11 16,155 0,5 6
2,3,4 6 138 10 17 65 9,0 3 0 0 0 0 0 0,37 2 2 28 8 1 28 12
2,4,3 56 6 79 9 141,0 0 0 0 0 0,22 8 1 2 4 1
